"","Day","Experiment","Table","Cell.Trace","Peak.Intensity.df.F.","Start.Intensity.df.F.","Stop.Intensity.df.F.","Peak.Duration.s.","Duration.To.Peak.s.","Time.To.Decay.s.","Baseline.Intensity.df.F.","#Peaks","Frequency","Frequency [hz]","Differentiation","CVS","Video","#Cells_Video","#Cells_DayExp","#Cells_Day","Condition"
"372","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean2",0.295194003527337,-0.0263605442176871,-0.00147572256415795,3.437,0.982,2.455,-0.0143680488068243,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"373","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean3",0.136520685407549,-0.0181466756131513,0.00308453426537016,3.437,0.982,2.455,-0.00740087929256004,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","5",12,111,170,"Day 40"
"374","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean4",0.0994105972813674,-0.0127255138574464,0.00854683806883347,2.946,0.982,1.964,-0.0119650746477047,14,0.0229132569558101,0.0466666666666667,"LV16","CS2","5",12,111,170,"Day 40"
"375","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean5",0.0935550708833151,0.00563794983642307,0.0064776444929116,2.455,0.491,1.964,0.00605779716466734,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"376","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean6",0.163665088482622,-0.0216991893719904,0.00490111953482278,3.437,0.982,2.455,-0.00926720439334128,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"377","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean7",0.0966509898727234,0.0105843753491727,0.0201631334626753,2.455,0.491,1.964,0.024663016648552,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"378","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean8",0.199931695933062,-0.0194951191052168,0.0055307320867841,2.946,0.982,1.964,-0.00637030290956353,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"379","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS2_5_140920.csv","Mean9",0.139474803647947,-0.0174304597283753,-0.00086633534959478,2.455,0.982,1.964,-0.0127200854922548,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","5",12,111,170,"Day 40"
"380","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean3",0.0806436969449362,0.0162172590675927,-0.0195197240001816,1.964,0.491,1.473,-0.00165123246629441,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","1",6,59,170,"Day 40"
"381","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean4",0.215338671784521,-0.0179345488236657,0.006212567420006,3.437,0.982,2.455,-0.00747824360543995,21,0.0343698854337152,0.07,"LV18","CS1","1",6,59,170,"Day 40"
"382","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean5",0.194348415598876,-0.0200014366913,0.00548636490163145,2.946,0.982,1.964,-0.00791302630043015,20,0.0327332242225859,0.0666666666666667,"LV18","CS1","1",6,59,170,"Day 40"
"383","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean6",0.137221058902897,-0.00998799688094133,-0.00785897649316178,2.455,0.491,1.964,-0.00836713773798153,21,0.0343698854337152,0.07,"LV18","CS1","1",6,59,170,"Day 40"
"384","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean8",0.0929645566251164,-0.00708867497671117,0.0021558798740185,2.946,0.491,1.7185,-0.0034312203344719,6,0.00981996726677578,0.02,"LV18","CS1","1",6,59,170,"Day 40"
"385","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_1_081121.csv","Mean9",0.375774705791664,-0.017421244668277,0.000318618634050996,3.437,0.491,2.455,-0.00541137776864175,21,0.0343698854337152,0.07,"LV18","CS1","1",6,59,170,"Day 40"
"386","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_2_081121.csv","Mean1",0.110430628509328,-0.0155655678319145,-0.0035772504980982,2.946,0.982,1.964,-0.00659414055424746,19,0.0310965630114566,0.0633333333333333,"LV18","CS1","2",5,59,170,"Day 40"
"387","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_2_081121.csv","Mean10",0.0969249037298442,-0.0149981689249926,0.000688040305844985,2.946,0.982,1.7185,-0.00926080056818815,10,0.016366612111293,0.0333333333333333,"LV18","CS1","2",5,59,170,"Day 40"
"388","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_2_081121.csv","Mean2",0.0982696569813547,-0.024938492507269,0.0125759947947379,2.455,0.982,1.964,-0.00121490006303242,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","2",5,59,170,"Day 40"
"389","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_2_081121.csv","Mean3",0.0920233867218029,-0.0150272548301891,0.00963564595431481,2.946,0.982,1.473,0.000801321686139144,9,0.0147299509001637,0.03,"LV18","CS1","2",5,59,170,"Day 40"
"390","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_2_081121.csv","Mean4",0.161966788283834,-0.014781600572851,-0.00237835441743113,2.946,0.982,1.964,-0.0083242404610087,21,0.0343698854337152,0.07,"LV18","CS1","2",5,59,170,"Day 40"
"391","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean1",0.321940269553731,-0.0261609378031093,0.00174591004406338,4.419,0.982,2.946,-0.00945008452421638,21,0.0343698854337152,0.07,"LV18","CS1","3",8,59,170,"Day 40"
"392","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean10",0.71612315713665,-0.0175165016992733,0.0053983917911113,3.437,0.982,2.455,-0.0089010969389273,21,0.0343698854337152,0.07,"LV18","CS1","3",8,59,170,"Day 40"
"393","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean2",0.0981622386237894,-0.00787123122026896,0.0116699558526596,1.964,0.491,1.473,0.00403828384344234,7,0.0114566284779051,0.0233333333333333,"LV18","CS1","3",8,59,170,"Day 40"
"394","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean3",0.115916879961824,-0.00574812372565167,0.0105418420025163,2.946,0.982,1.964,-0.000948982690555709,17,0.027823240589198,0.0566666666666667,"LV18","CS1","3",8,59,170,"Day 40"
"395","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean4",0.103591497678964,-0.0163938431468361,0.00819936476911799,2.7005,0.982,1.964,-0.00532372343024677,12,0.0196399345335516,0.04,"LV18","CS1","3",8,59,170,"Day 40"
"396","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean6",0.123282252960854,-0.0161603833288129,0.00837401681583944,3.1915,1.2275,1.964,0.00230539734201248,20,0.0327332242225859,0.0666666666666667,"LV18","CS1","3",8,59,170,"Day 40"
"397","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean8",0.142512493537825,-0.0165087023953127,0.0036705152507324,3.437,0.982,2.455,-0.00874116836119253,19,0.0310965630114566,0.0633333333333333,"LV18","CS1","3",8,59,170,"Day 40"
"398","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_3_081121.csv","Mean9",0.484312816878373,-0.0162119064493267,0.00288938559668543,3.437,0.982,2.455,-0.00772092896472766,21,0.0343698854337152,0.07,"LV18","CS1","3",8,59,170,"Day 40"
"399","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_4_081121.csv","Mean1",0.0970211647795137,0.021063255458411,-0.00952534518178784,1.964,0.982,0.982,0.0057689551383116,2,0.00327332242225859,0.00666666666666667,"LV18","CS1","4",5,59,170,"Day 40"
"400","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_4_081121.csv","Mean3",1.10044029791665,-0.0219661768377718,0.0406438215179621,3.928,0.982,2.946,0.00969812492768275,19,0.0310965630114566,0.0633333333333333,"LV18","CS1","4",5,59,170,"Day 40"
"401","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_4_081121.csv","Mean4",0.212894370399841,-0.0186950467475631,0.00794111796299984,2.946,0.982,2.2095,-0.00440819574298783,18,0.0294599018003273,0.06,"LV18","CS1","4",5,59,170,"Day 40"
"402","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_4_081121.csv","Mean5",0.0782901056676273,-0.00300050856077296,-0.0021981126744646,2.2095,0.7365,1.473,-0.00259931061761877,2,0.00327332242225859,0.00666666666666667,"LV18","CS1","4",5,59,170,"Day 40"
"403","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_4_081121.csv","Mean6",0.254043290234323,-0.0144797228718944,0.00538369886589286,3.437,0.982,2.455,-0.00523200653104458,18,0.0294599018003273,0.06,"LV18","CS1","4",5,59,170,"Day 40"
"404","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean1",0.587310326176195,-0.0213458510812978,0.00329363584557575,3.437,0.982,2.455,-0.00904059575207905,19,0.0310965630114566,0.0633333333333333,"LV18","CS1","5",8,59,170,"Day 40"
"405","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean10",0.545094157531365,-0.0534705896909259,-0.0048872831654748,7.856,1.473,5.892,-0.0300450372423351,18,0.0294599018003273,0.06,"LV18","CS1","5",8,59,170,"Day 40"
"406","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean2",0.105497188683049,-0.0193320042113751,0.00449698707466229,2.946,0.982,1.473,-0.0110044577854439,12,0.0196399345335516,0.04,"LV18","CS1","5",8,59,170,"Day 40"
"407","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean3",0.541440243389078,-0.0172257089280931,-0.00428609697294401,3.437,0.982,2.455,-0.0107439439745896,18,0.0294599018003273,0.06,"LV18","CS1","5",8,59,170,"Day 40"
"408","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean4",0.221294827921988,-0.0198230531675152,-0.00826308321509048,3.1915,0.982,2.2095,-0.0107600923684722,18,0.0294599018003273,0.06,"LV18","CS1","5",8,59,170,"Day 40"
"409","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean5",0.102748558480556,-0.0183713133025072,0.0224333585100308,2.7005,0.982,1.473,0.00323075364294531,16,0.0261865793780687,0.0533333333333333,"LV18","CS1","5",8,59,170,"Day 40"
"410","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean8",0.0908132479447291,-0.0272428528168145,-0.00331983714852914,3.437,1.964,1.473,-0.0152813449826718,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","5",8,59,170,"Day 40"
"411","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS1_5_081121.csv","Mean9",0.311779206341534,-0.0196432887041422,0.00957513654599076,3.928,0.982,2.946,-0.00739040069602196,18,0.0294599018003273,0.06,"LV18","CS1","5",8,59,170,"Day 40"
"412","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean1",0.0839972695411199,-0.0141769907897954,0.0067140761268237,2.455,0.982,1.2275,-0.00436058358464424,8,0.0130932896890344,0.0266666666666667,"LV18","CS2","1",8,59,170,"Day 40"
"413","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean10",0.215103557735642,-0.0202347439305566,0.00776601372931943,3.437,0.982,2.455,-0.00887964311607226,21,0.0343698854337152,0.07,"LV18","CS2","1",8,59,170,"Day 40"
"414","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean11",0.358888468809074,-0.0120907372400755,0.00940642722117202,3.437,0.982,2.946,-0.00243856332703207,21,0.0343698854337152,0.07,"LV18","CS2","1",8,59,170,"Day 40"
"415","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean2",0.334441083111038,-0.0187845550869558,-0.000320402962609555,3.437,0.982,2.455,-0.0105360416076777,21,0.0343698854337152,0.07,"LV18","CS2","1",8,59,170,"Day 40"
"416","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean4",0.0820856454821484,-0.000639839923684627,-0.00926022871368916,2.455,0.491,1.473,-0.00495003431868689,3,0.00490998363338789,0.01,"LV18","CS2","1",8,59,170,"Day 40"
"417","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean5",0.158315784066978,-0.0180543428013765,-0.000132689574879627,3.1915,0.982,1.964,-0.00935461502902043,20,0.0327332242225859,0.0666666666666667,"LV18","CS2","1",8,59,170,"Day 40"
"418","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean7",0.362886187574635,-0.0196040907559938,0.00239597048286856,2.946,0.982,2.455,-0.0095915367892464,21,0.0343698854337152,0.07,"LV18","CS2","1",8,59,170,"Day 40"
"419","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_1_081121.csv","Mean8",0.0790092952112014,0.00142369690551841,0.0462407342040241,1.473,0.982,0.491,0.0227967996234852,3,0.00490998363338789,0.01,"LV18","CS2","1",8,59,170,"Day 40"
"420","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_2_081121.csv","Mean1",0.453583451528563,-0.0229369948221945,0.00403715032724418,3.1915,0.982,1.964,-0.00872793451699445,24,0.0392798690671031,0.08,"LV18","CS2","2",5,59,170,"Day 40"
"421","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_2_081121.csv","Mean2",0.243344512068894,-0.019045253177659,-0.00566182254792362,3.437,0.982,2.455,-0.00901544321616357,23,0.0376432078559738,0.0766666666666667,"LV18","CS2","2",5,59,170,"Day 40"
"422","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_2_081121.csv","Mean4",0.416171851997252,-0.019254833644126,0.00983904210423005,3.437,0.982,2.455,-0.00385679409166751,24,0.0392798690671031,0.08,"LV18","CS2","2",5,59,170,"Day 40"
"423","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_2_081121.csv","Mean5",0.0901811137809487,-0.017841453991172,0.00340845338781209,2.455,0.982,1.2275,-0.00925680896783144,18,0.0294599018003273,0.06,"LV18","CS2","2",5,59,170,"Day 40"
"424","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_2_081121.csv","Mean6",0.450997545036479,-0.0185090418726876,0.00576052003734319,3.437,0.982,2.455,-0.0070813595657134,24,0.0392798690671031,0.08,"LV18","CS2","2",5,59,170,"Day 40"
"425","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_3_081121.csv","Mean10",0.437928501469148,-0.0181782566111654,0.00289422135161618,3.437,0.982,2.455,-0.00635896180215471,22,0.0360065466448445,0.0733333333333333,"LV18","CS2","3",4,59,170,"Day 40"
"426","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_3_081121.csv","Mean11",0.119996572750511,-0.00966769960158234,0.00107101546546336,3.437,0.982,2.455,-0.00470175789338391,19,0.0310965630114566,0.0633333333333333,"LV18","CS2","3",4,59,170,"Day 40"
"427","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_3_081121.csv","Mean3",0.36522789267889,-0.0203148356149344,0.0098006097406491,3.437,0.982,2.455,-0.00886319683137544,22,0.0360065466448445,0.0733333333333333,"LV18","CS2","3",4,59,170,"Day 40"
"428","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_3_081121.csv","Mean5",0.077521299224562,-0.0184687067403463,0.0170393796495336,2.455,0.982,1.473,-0.00626878102033691,7,0.0114566284779051,0.0233333333333333,"LV18","CS2","3",4,59,170,"Day 40"
"429","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_4_081121.csv","Mean1",0.285690284643469,-0.0158702465186908,0.00645536493166615,3.437,0.982,2.455,-0.00570902394106813,21,0.0343698854337152,0.07,"LV18","CS2","4",4,59,170,"Day 40"
"430","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_4_081121.csv","Mean3",0.43651157460463,-0.0231673040037638,0.0168160488316826,3.928,0.982,2.946,0.00286198535532041,21,0.0343698854337152,0.07,"LV18","CS2","4",4,59,170,"Day 40"
"431","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_4_081121.csv","Mean5",0.0996779496880842,-0.0156858770803774,-0.00752201427831444,2.455,0.982,1.473,-0.014709028669234,18,0.0294599018003273,0.06,"LV18","CS2","4",4,59,170,"Day 40"
"432","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_4_081121.csv","Mean7",0.94368120584853,-0.0244818191774821,0.0149498932150485,4.6645,0.982,3.437,-0.0073910930398116,20,0.0327332242225859,0.0666666666666667,"LV18","CS2","4",4,59,170,"Day 40"
"433","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean1",0.185857616313816,-0.00966187949363414,0.00280710650705401,2.455,0.491,1.473,-0.00162540521940704,19,0.0310965630114566,0.0633333333333333,"LV18","CS2","5",6,59,170,"Day 40"
"434","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean2",0.273030828994132,-0.0135961649723117,-0.00126869989255305,2.946,0.982,1.964,-0.0084738408132903,20,0.0327332242225859,0.0666666666666667,"LV18","CS2","5",6,59,170,"Day 40"
"435","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean3",0.107328650194939,-0.0040631416245646,0.0462258057074307,3.1915,1.2275,1.964,0.0245432209841511,4,0.00654664484451719,0.0133333333333333,"LV18","CS2","5",6,59,170,"Day 40"
"436","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean4",0.0786896920064092,-0.0103950309576087,0.00745751983067281,2.455,0.982,0.982,-0.00146875556346796,3,0.00490998363338789,0.01,"LV18","CS2","5",6,59,170,"Day 40"
"437","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean5",0.125616405217812,-0.0168034388432981,-0.000455907255438251,1.964,0.982,1.473,-0.00889019148104723,15,0.0245499181669394,0.05,"LV18","CS2","5",6,59,170,"Day 40"
"438","Day 40","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY40_CS2_5_081121.csv","Mean6",0.385675655015575,-0.0183652798746345,-0.00264203948248513,3.437,0.982,2.7005,-0.0118533453093049,20,0.0327332242225859,0.0666666666666667,"LV18","CS2","5",6,59,170,"Day 40"
"439","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean10",0.0946103120618932,-0.00353600913858462,0.00503660626200735,2.455,0.982,1.473,0.00075029856171137,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"440","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean11",0.0909220336442995,0.015229852759357,0.0232250571353639,2.2095,0.982,1.473,0.0192274549473605,4,0.00654664484451719,0.0133333333333333,"LV16","CS1","1",13,130,130,"Day 47"
"441","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean12",0.621363975987427,-0.0215563513942922,-0.00400209551782474,3.6825,0.982,2.7005,-0.0140008931715318,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"442","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean13",0.350386913734858,-0.0117774840170999,0.00340916997147431,3.437,0.982,2.455,-0.00870459271628134,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"443","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean14",0.383195275457214,-0.0213860352223979,0.0114127060284488,3.928,0.982,2.946,-0.00131237299616171,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"444","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean2",0.724261928081713,-0.0220302224709667,0.0132153351056388,5.892,0.982,4.419,-0.00526094864978304,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"445","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean3",0.084996357592112,0.0202743605265588,-0.00427854673055403,3.437,0.982,2.455,0.00799790689800238,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",13,130,130,"Day 47"
"446","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean4",0.170974701320904,-0.021655506482405,0.0058565526224736,3.437,0.982,2.2095,-0.00661215476360092,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"447","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean5",0.61122376693527,-0.021668290091207,0.0123859913220578,5.401,0.982,4.1735,-0.00664128221021879,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","1",13,130,130,"Day 47"
"448","Day 47","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY47_CS1_1_210920.csv","Mean6",0.100074758135444,-0.00275725593667549,0.0168777484608619,3.928,0.7365,2.7005,0.0052198768689534,4,0.00654664484451719,0.0133333333333333,"LV16","CS1","1",13,130,130,"Day 47"
